x,y
0.0118333333333334,0.00858306884765625
0.0185,0.0152587890625
0.0251666666666667,0.02288818359375
0.0318333333333334,0.0596046447753907
0.0385,0.572681427001953
0.0451666666666667,3.53860855102539
0.0518333333333334,11.9719505310059
0.0585,26.6947746276856
0.0651666666666667,44.7101593017578
0.0718333333333334,61.4366531372071
0.0785,74.0222930908203
0.0851666666666667,80.6441307067871
0.0918333333333334,79.092025756836
0.0985,69.1461563110352
0.105166666666667,54.3146133422852
0.111833333333334,39.6313667297363
0.1185,27.890682220459
0.125166666666667,19.2084312438965
0.131833333333334,12.9518508911133
0.1385,8.62312316894531
0.145166666666667,5.77020645141602
0.151833333333334,3.94964218139649
0.1585,2.79569625854492
0.165166666666667,2.05278396606446
0.171833333333334,1.55878067016602
0.1785,1.21688842773438
0.185166666666667,0.974178314208985
0.191833333333334,0.799179077148438
0.1985,0.668048858642578
0.205166666666667,0.567436218261719
0.211833333333334,0.485420227050781
0.2185,0.418186187744141
0.225166666666667,0.362396240234375
0.231833333333334,0.317096710205078
0.2385,0.284194946289063
0.245166666666667,0.261783599853516
0.251833333333334,0.25320053100586
0.2585,0.255584716796875
0.265166666666667,0.265598297119141
0.271833333333334,0.274658203125
0.2785,0.28228759765625
0.285166666666667,0.289440155029297
0.291833333333334,0.294208526611328
0.2985,0.295162200927735
0.305166666666667,0.290393829345703
0.311833333333334,0.287532806396485
0.3185,0.281810760498047
0.325166666666667,0.270843505859375
0.331833333333334,0.252723693847656
0.3385,0.233173370361328
0.345166666666667,0.217437744140625
0.351833333333334,0.20599365234375
0.3585,0.19979476928711
0.365166666666667,0.19979476928711
0.371833333333334,0.205516815185547
0.3785,0.210762023925781
0.385166666666667,0.213146209716797
0.391833333333334,0.209331512451172
0.3985,0.196933746337891
0.405166666666667,0.181198120117188
0.411833333333334,0.165462493896485
0.4185,0.151157379150391
0.425166666666667,0.135421752929688
0.431833333333334,0.120639801025391
0.4385,0.110626220703125
0.445166666666667,0.104904174804688
0.451833333333334,0.10061264038086
0.4585,0.0967979431152344
0.465166666666667,0.0967979431152344
0.471833333333334,0.0982284545898438
0.4785,0.09918212890625
0.485166666666667,0.0963211059570313
0.491833333333334,0.0901222229003906
0.4985,0.0829696655273438
0.505166666666667,0.0762939453125
0.511833333333334,0.0705718994140625
0.5185,0.0658035278320313
0.525166666666667,0.0624656677246094
0.531833333333334,0.0619888305664063
0.5385,0.0634193420410157
0.545166666666667,0.0634193420410157
0.551833333333334,0.0629425048828125
0.5585,0.0619888305664063
0.565166666666667,0.0619888305664063
0.571833333333334,0.0591278076171875
0.5785,0.057220458984375
0.585166666666667,0.057220458984375
0.591833333333334,0.0596046447753907
0.5985,0.0605583190917969
0.605166666666667,0.0586509704589844
0.611833333333334,0.0576972961425782
0.6185,0.05340576171875
0.625166666666667,0.0457763671875
0.631833333333334,0.0348091125488281
0.6385,0.0257492065429688
0.645166666666667,0.0205039978027344
0.651833333333334,0.0185966491699219
0.6585,0.0214576721191406
