min,µS/cm
0.0,-23.914119239856543
0.0016666666666664831,-23.914119239856543
0.003350000000000186,-23.914049390663415
0.005016666666666669,-23.91384915630978
0.006683333333333152,-23.913490597118386
0.00835000000000008,-23.91296905647636
0.010016666666666563,-23.912363696802576
0.01168333333333349,-23.911795590031797
0.013349999999999973,-23.911395121324524
0.015016666666666456,-23.91127404938977
0.016683333333333383,-23.911497566807782
0.018349999999999866,-23.91204704712706
0.020016666666666794,-23.912843327928726
0.021683333333333277,-23.913769993890902
0.023350000000000204,-23.9146920032402
0.025016666666666687,-23.91548362742899
0.02668333333333317,-23.916061047425522
0.028350000000000097,-23.91639632355254
0.03001666666666658,-23.91651273887442
0.03168333333333351,-23.916484799197168
0.03336666666666677,-23.916442889681292
0.03503333333333325,-23.916526708713047
0.03670000000000018,-23.916861984840065
0.03836666666666666,-23.917555820158476
0.04003333333333314,-23.918631497732658
0.04170000000000007,-23.920061077885357
0.04336666666666655,-23.92172348868182
0.04503333333333348,-23.92345574867141
0.046699999999999964,-23.925048310274747
0.04836666666666645,-23.926310252363937
0.050033333333333374,-23.927069280262604
0.05169999999999986,-23.927227605100363
0.053366666666666784,-23.92676194381284
0.05503333333333327,-23.925723519141656
0.056700000000000195,-23.924242716247328
0.05836666666666668,-23.922491829806237
0.06003333333333316,-23.92065712433339
0.06170000000000009,-23.918920207730924
0.06338333333333335,-23.91741612177222
0.06504999999999983,-23.916251968553407
0.06671666666666676,-23.915460344364615
0.06838333333333324,-23.915031935980092
0.07005000000000017,-23.914915520658212
0.07171666666666665,-23.915031935980092
0.07338333333333313,-23.915283393075356
0.07505000000000006,-23.915576759686495
0.07671666666666654,-23.91583753000751
0.07838333333333347,-23.916009824683893
0.08004999999999995,-23.916070360651272
0.08171666666666688,-23.916019137909643
0.08338333333333336,-23.915879439523387
0.08504999999999985,-23.91569317500838
0.08671666666666678,-23.915502253880494
0.08838333333333326,-23.915343929042734
0.09006666666666652,-23.915255453398103
0.09173333333333344,-23.915246140172354
0.09339999999999993,-23.91531133275261
0.09506666666666685,-23.91543706130024
0.09673333333333334,-23.915595386137998
0.09839999999999982,-23.915753710975757
0.10006666666666675,-23.915893409362013
0.10173333333333323,-23.915991198232394
0.10340000000000016,-23.91603310774827
0.10506666666666664,-23.916028451135396
0.10673333333333312,-23.915977228393768
0.10840000000000005,-23.91589806597489
0.11006666666666653,-23.91580959033026
0.11173333333333346,-23.915725771298504
0.11339999999999995,-23.915665235331126
0.11506666666666687,-23.91562332581525
0.11673333333333336,-23.915586072912248
0.11839999999999984,-23.91553485017062
0.12006666666666677,-23.91542774807449
0.12173333333333325,-23.915213543882228
0.12341666666666651,-23.91483635823933
0.12508333333333344,-23.91423099856555
0.12674999999999992,-23.913313645829128
0.12841666666666685,-23.91200048099831
0.13008333333333333,-23.910179745364086
0.1317499999999998,-23.90771639715308
0.13341666666666674,-23.904452111527533
0.13508333333333322,-23.90020528058531
0.13675000000000015,-23.894752386908397
0.13841666666666663,-23.887874569691657
0.14008333333333312,-23.87932037183983
0.14175000000000004,-23.86884299287053
0.14341666666666653,-23.856181662462735
0.14508333333333345,-23.841080266908314
0.14674999999999994,-23.823292005724877
0.14841666666666686,-23.802565421817157
0.15008333333333335,-23.77867234115427
0.1517666666666666,-23.751398559543954
0.15343333333333353,-23.720543842632576
0.15510000000000002,-23.685949865582376
0.1567666666666665,-23.647476930007095
0.15843333333333343,-23.605055186713606
0.1600999999999999,-23.558661352637532
0.16176666666666684,-23.508332680681875
0.16343333333333332,-23.454185586168517
0.1650999999999998,-23.396420303451094
0.16676666666666673,-23.335311572689243
0.1684333333333332,-23.271203983235733
0.17010000000000014,-23.204498003797838
0.17176666666666662,-23.135654639050205
0.17343333333333355,-23.06516748995761
0.17510000000000003,-22.99356741038783
0.17676666666666652,-22.921422507111647
0.17843333333333344,-22.84931951335134
0.18009999999999993,-22.77788707184507
0.18178333333333319,-22.707749168718117
0.1834500000000001,-22.639539103321518
0.1851166666666666,-22.573857578716176
0.18678333333333352,-22.511277358285746
0.18845,-22.452315326059384
0.1901166666666665,-22.397423173485986
0.19178333333333342,-22.346982742821325
0.1934499999999999,-22.301319996966665
0.19511666666666683,-22.260663109952894
0.1967833333333333,-22.22519834629502
0.19845000000000024,-22.19504212131493
0.20011666666666672,-22.17025962759287
0.2017833333333332,-22.150850865128845
0.20345000000000013,-22.13679255085848
0.2051166666666666,-22.127986895911388
0.20678333333333354,-22.12431282835282
0.20845000000000002,-22.125598053506387
0.2101166666666665,-22.13165630685708
0.2118000000000002,-22.142259414374017
0.2134666666666667,-22.157160575574803
0.21513333333333318,-22.176085050299804
0.2168000000000001,-22.1987534417765
0.2184666666666666,-22.224849100329376
0.22013333333333351,-22.25405537628292
0.2218,-22.286041650122982
0.22346666666666648,-22.32047264572255
0.2251333333333334,-22.35702705679323
0.2267999999999999,-22.39539289027238
0.22846666666666682,-22.43527677954886
0.2301333333333333,-22.47641329768878
0.23179999999999978,-22.51856961404838
0.2334666666666667,-22.56152221120965
0.2351333333333332,-22.60506619820607
0.23680000000000012,-22.649005997296893
0.2384666666666666,-22.693150687354223
0.24014999999999986,-22.73731866047593
0.2418166666666668,-22.781328308759875
0.24348333333333327,-22.82500733752968
0.2451500000000002,-22.868188108721835
0.24681666666666668,-22.910726267337207
0.24848333333333317,-22.95248677160241
0.2501500000000001,-22.993367176034194
0.2518166666666666,-23.033269691762175
0.2534833333333335,-23.072147752657603
0.25515,-23.109945479365972
0.25681666666666647,-23.146653558661534
0.2584833333333334,-23.182248707479914
0.2601499999999999,-23.216726269208234
0.2618166666666668,-23.250072274007866
0.2634833333333333,-23.282272752040193
0.2651500000000002,-23.313318390079456
0.2668166666666667,-23.34319987489991
0.2684833333333332,-23.371903236662924
0.27016666666666644,-23.39944710182
0.27183333333333337,-23.42583612698402
0.27349999999999985,-23.451112221670854
0.2751666666666668,-23.475303325557757
0.27683333333333326,-23.498446691547727
0.2785000000000002,-23.52057025931802
0.2801666666666667,-23.54169731193301
0.28183333333333316,-23.5618464758442
0.2835000000000001,-23.58103637750309
0.28516666666666657,-23.599285643361178
0.2868333333333335,-23.61660824325709
0.2885,-23.633036773480956
0.2901666666666669,-23.64858986048428
0.2918333333333334,-23.663314070395806
0.29349999999999987,-23.67724665611854
0.2951666666666668,-23.690429527168362
0.2968333333333333,-23.702913906286895
0.29851666666666654,-23.71473238976427
0.30018333333333347,-23.725926887116362
0.30184999999999995,-23.736529994633294
0.3035166666666669,-23.74656499537945
0.30518333333333336,-23.756055172419202
0.30684999999999985,-23.765009838978298
0.3085166666666668,-23.773447621508243
0.31018333333333326,-23.781396459686288
0.3118500000000002,-23.788874979963932
0.31351666666666667,-23.795915778631304
0.3151833333333336,-23.80255145197853
0.3168500000000001,-23.808823909521486
0.31851666666666656,-23.814751777711674
0.3201833333333335,-23.82035833961347
0.32184999999999997,-23.825652908452625
0.32351666666666645,-23.830654110680637
0.3251833333333334,-23.83535263307176
0.32684999999999986,-23.839767102077495
0.3285166666666668,-23.843892861084964
0.33020000000000005,-23.847753193158542
0.33186666666666653,-23.851362068136858
0.33353333333333346,-23.85473811247141
0.33519999999999994,-23.857904609226576
0.33686666666666687,-23.86088949807961
0.33853333333333335,-23.863706748869134
0.34019999999999984,-23.866379644659524
0.34186666666666676,-23.868912842063658
0.34353333333333325,-23.87132031092016
0.3452000000000002,-23.873597394616155
0.34686666666666666,-23.875753406377395
0.34853333333333314,-23.877779032978125
0.35020000000000007,-23.879674274418353
0.35186666666666655,-23.88144844392382
0.3535333333333335,-23.883096884881656
0.35519999999999996,-23.884638223743362
0.3568666666666669,-23.886086430347564
0.35855000000000015,-23.88745547453289
0.36021666666666663,-23.88875466952508
0.3618833333333331,-23.889988671937022
0.36355000000000004,-23.89116213838158
0.3652166666666665,-23.892270412245892
0.36688333333333345,-23.893313493529945
0.36854999999999993,-23.894286725620873
0.37021666666666686,-23.895194765131546
0.37188333333333334,-23.896046925287717
0.3735499999999998,-23.89684786270226
0.37521666666666675,-23.8976115472138
0.37688333333333324,-23.898351948660963
0.37855000000000016,-23.89906906704375
0.38021666666666665,-23.899762902362163
0.3818999999999999,-23.9004334546162
0.38356666666666683,-23.901071410580105
0.3852333333333333,-23.901672113641013
0.3868999999999998,-23.90223090718604
0.3885666666666667,-23.902747791215194
0.3902333333333332,-23.903218109115596
0.39190000000000014,-23.903646517500118
0.3935666666666666,-23.904042329594514
0.39523333333333355,-23.904410202011658
0.39690000000000003,-23.90476876120305
0.3985666666666665,-23.905127320394445
0.40023333333333344,-23.90548587958584
0.4018999999999999,-23.905849095390106
0.40356666666666685,-23.906212311194377
0.40523333333333333,-23.90657087038577
0.40690000000000026,-23.90690614651279
0.40856666666666674,-23.907213482962554
0.4102333333333332,-23.90749287973507
0.41190000000000015,-23.907730366991707
0.41356666666666664,-23.907944571183968
0.4152333333333331,-23.90814014892473
0.4169166666666668,-23.908331070052615
0.4185833333333333,-23.90853130440625
0.42025000000000023,-23.90874550859851
0.4219166666666667,-23.908978339242275
0.4235833333333332,-23.909220483111785
0.42525000000000013,-23.909467283594175
0.4269166666666666,-23.909704770850812
0.42858333333333354,-23.909928288268823
0.43025,-23.910123866009585
0.4319166666666665,-23.910291504073093
0.43358333333333343,-23.91043120245935
0.4352499999999999,-23.910556931006983
0.43691666666666684,-23.910668689715987
0.4385833333333333,-23.910785105037867
0.4402499999999998,-23.91090152035975
0.44191666666666674,-23.911031905520257
0.4435833333333332,-23.911171603906514
0.44525000000000015,-23.91131130229277
0.4469333333333334,-23.911446344066153
0.4485999999999999,-23.911572072613787
0.4502666666666668,-23.91167451809704
0.4519333333333333,-23.911758337128795
0.4535999999999998,-23.911818873096173
0.4552666666666667,-23.911870095837802
0.4569333333333332,-23.911916661966554
0.4586000000000001,-23.911977197933933
0.4602666666666666,-23.91205636035281
0.46193333333333353,-23.91216346244894
0.4636,-23.912289190996574
0.4652666666666665,-23.912433545995704
0.4669333333333334,-23.912582557607713
0.4685999999999999,-23.91272225599397
0.47026666666666683,-23.912847984541603
0.4719333333333333,-23.912945773411984
0.4736166666666666,-23.913020279217985
0.4752833333333335,-23.913071501959614
0.47695,-23.913108754862616
0.47861666666666647,-23.913141351152742
0.4802833333333334,-23.913178604055744
0.4819499999999999,-23.913225170184496
0.4836166666666668,-23.913285706151875
0.4852833333333333,-23.91335089873213
0.48695,-23.91342540453813
0.4886166666666667,-23.913499910344136
0.4902833333333334,-23.91357441615014
0.4919500000000001,-23.913639608730396
0.4936166666666666,-23.913704801310647
0.4952833333333333,-23.91376068066515
0.49695,-23.913821216632527
0.4986166666666667,-23.913895722438532
0.5002833333333334,-23.913979541470287
0.5019499999999999,-23.914086643566417
0.5036166666666668,-23.914207715501174
0.5053000000000001,-23.914333444048808
0.5069666666666666,-23.914459172596437
0.5086333333333335,-23.914570931305445
0.5103,-23.914659406950072
0.5119666666666667,-23.9147292561432
0.5136333333333334,-23.914766509046203
0.5152999999999999,-23.91478979211058
0.5169666666666668,-23.914799105336332
0.5186333333333333,-23.914803761949205
0.5203,-23.914822388400708
0.5219666666666667,-23.914854984690834
0.5236333333333334,-23.914906207432463
0.5253000000000001,-23.914971400012714
0.5269666666666666,-23.91504590581872
0.5286333333333335,-23.915115755011847
0.5303,-23.915185604204975
0.5319666666666667,-23.91524148355948
0.5336333333333334,-23.915283393075356
0.5353166666666667,-23.91532064597836
0.5369833333333334,-23.91534858565561
0.5386500000000001,-23.915381181945737
0.5403166666666666,-23.91541843484874
0.5419833333333335,-23.915478970816118
0.54365,-23.91555347662212
0.5453166666666667,-23.915646608879626
0.5469833333333334,-23.91574905436288
0.5486499999999999,-23.915851499846134
0.5503166666666668,-23.915944632103642
