min,µS/cm
0.0,-23.913057532120988
0.0016666666666664831,-23.913052875508114
0.0033333333333334103,-23.913001652766486
0.004999999999999893,-23.91286195438023
0.006666666666666821,-23.912601184059213
0.008333333333333304,-23.912228655029196
0.009999999999999787,-23.911786276806048
0.011666666666666714,-23.911357868421522
0.013333333333333197,-23.911031905520257
0.015000000000000124,-23.910882893908248
0.016666666666666607,-23.910952743101376
0.018333333333333535,-23.911232139873892
0.020000000000000018,-23.91168383132279
0.0216666666666665,-23.912228655029196
0.023333333333333428,-23.912787448574225
0.02499999999999991,-23.91329036276475
0.02668333333333317,-23.913676861633395
0.02833333333333332,-23.91391900550291
0.03001666666666658,-23.91400748114754
0.03168333333333351,-23.913960915018787
0.03334999999999999,-23.913811903406778
0.035016666666666474,-23.913597699214517
0.0366833333333334,-23.913364868570756
0.038349999999999884,-23.91313669453987
0.04001666666666681,-23.912950430024857
0.041683333333333294,-23.91282004486435
0.04334999999999978,-23.912740882445473
0.045016666666666705,-23.912717599381097
0.04668333333333319,-23.912731569219723
0.048350000000000115,-23.9127734787356
0.0500166666666666,-23.91282004486435
0.051683333333333525,-23.912857297767353
0.05335000000000001,-23.912885237444605
0.05501666666666649,-23.912894550670355
0.056700000000000195,-23.91288058083173
0.0583499999999999,-23.912847984541603
0.06003333333333316,-23.912796761799974
0.06170000000000009,-23.912736225832596
0.06336666666666657,-23.912671033252344
0.0650333333333335,-23.91261515389784
0.06669999999999998,-23.912568587769087
0.06836666666666646,-23.912540648091838
0.07003333333333339,-23.91252667825321
0.07169999999999987,-23.912522021640335
0.0733666666666668,-23.912522021640335
0.07503333333333329,-23.912522021640335
0.07670000000000021,-23.912512708414585
0.0783666666666667,-23.91248942535021
0.08003333333333318,-23.912466142285833
0.0817000000000001,-23.912442859221457
0.08336666666666659,-23.91242888938283
0.08503333333333352,-23.91242888938283
0.08671666666666678,-23.91244751583433
0.08838333333333326,-23.91248011212446
0.09005000000000019,-23.912522021640335
0.09171666666666667,-23.912559274543337
0.09338333333333315,-23.912582557607713
0.09505000000000008,-23.912582557607713
0.09671666666666656,-23.912559274543337
0.09838333333333349,-23.912512708414585
0.10004999999999997,-23.912442859221457
0.1017166666666669,-23.912368353415452
0.10338333333333338,-23.912289190996574
0.10504999999999987,-23.91222399841632
0.10671666666666679,-23.912177432287567
0.10838333333333328,-23.91216346244894
0.1100500000000002,-23.912177432287567
0.11171666666666669,-23.912219341803443
0.11338333333333317,-23.912275221157948
0.1150500000000001,-23.912345070351076
0.11673333333333336,-23.912405606318455
0.11839999999999984,-23.912452172447207
0.12006666666666677,-23.912475455511583
0.12173333333333325,-23.912466142285833
0.12340000000000018,-23.91242888938283
0.12506666666666666,-23.912377666641202
0.12673333333333314,-23.912307817448074
0.12840000000000007,-23.912237968254946
0.13006666666666655,-23.91217277567469
0.13173333333333348,-23.91210758309444
0.13339999999999996,-23.912051703739934
0.13506666666666645,-23.91200513761118
0.13673333333333337,-23.91195857148243
0.13839999999999986,-23.911925975192304
0.14006666666666678,-23.911907348740804
0.14173333333333327,-23.911902692127928
0.1434000000000002,-23.911907348740804
0.14506666666666668,-23.911925975192304
0.14674999999999994,-23.91194925825668
0.14841666666666686,-23.91196788470818
0.15008333333333335,-23.911972541321056
0.15174999999999983,-23.91196788470818
0.15341666666666676,-23.91193994503093
0.15508333333333324,-23.91189803551505
0.15675000000000017,-23.911837499547673
0.15841666666666665,-23.911767650354545
0.16008333333333313,-23.911702457774293
0.16175000000000006,-23.911646578419788
0.16341666666666654,-23.91161863874254
0.16508333333333347,-23.91162795196829
0.16674999999999995,-23.911679174709917
0.16841666666666688,-23.911767650354545
0.17010000000000014,-23.9118887222893
0.17176666666666662,-23.912028420675558
0.1734333333333331,-23.912158805836064
0.17510000000000003,-23.912261251319322
0.17676666666666652,-23.91231247406095
0.17843333333333344,-23.912293847609448
0.18009999999999993,-23.912186745513317
0.18176666666666685,-23.911977197933933
0.18343333333333334,-23.911646578419788
0.18509999999999982,-23.911171603906514
0.18676666666666675,-23.910524334716854
