min,µS/cm
0.0,-1000.2437192016484
0.0016666666666667052,-1000.2443292179352
0.0033333333333334103,-1000.2448228188999
0.004999999999999893,-1000.2450323664793
0.006666666666666599,-1000.2447995358356
0.008333333333333304,-1000.2440218814854
0.010016666666666563,-1000.2427087166545
0.011683333333333268,-1000.2409950831164
0.013349999999999973,-1000.2391091549019
0.015016666666666678,-1000.2373582684609
0.016683333333333383,-1000.2360078507271
0.01835000000000009,-1000.2352767625057
0.02001666666666657,-1000.2352488228285
0.021683333333333277,-1000.2359147184695
0.023349999999999982,-1000.2371394076557
0.025016666666666687,-1000.2387319692591
0.026683333333333392,-1000.2404502594101
0.028350000000000097,-1000.2420707606907
0.03001666666666658,-1000.2433792689086
0.031683333333333286,-1000.2442360856776
0.03334999999999999,-1000.2445713618047
0.035016666666666696,-1000.2443897539025
0.0366833333333334,-1000.2437890508417
0.03836666666666666,-1000.2429275774597
0.040033333333333365,-1000.2420009114975
0.04170000000000007,-1000.2411953174701
0.043366666666666775,-1000.240678433441
0.04503333333333326,-1000.2405433916675
0.046699999999999964,-1000.2408041619885
0.04836666666666667,-1000.2413955518238
0.050033333333333374,-1000.2421871760125
0.05170000000000008,-1000.2430207097171
0.05336666666666656,-1000.2437331714871
0.05503333333333327,-1000.2442128026132
0.05669999999999997,-1000.2443850972896
0.05836666666666668,-1000.2442407422905
0.06003333333333338,-1000.2438216471318
0.06170000000000009,-1000.2432162874579
0.06336666666666657,-1000.2425131389138
0.06503333333333328,-1000.2418006771438
0.06669999999999998,-1000.2411394381156
0.06838333333333324,-1000.240562018119
0.07004999999999995,-1000.2400730737671
0.07171666666666665,-1000.2396819182857
0.07338333333333336,-1000.2393885516746
0.07505000000000006,-1000.2392162569981
0.07671666666666677,-1000.2391929739338
0.07838333333333325,-1000.2393187024813
0.08004999999999995,-1000.2395887860281
0.08171666666666666,-1000.2399566584453
0.08338333333333336,-1000.2403524705396
0.08505000000000007,-1000.2407063731182
0.08671666666666678,-1000.2409578302135
0.08838333333333326,-1000.2410789021482
0.09004999999999996,-1000.2410695889224
0.09171666666666667,-1000.2409671434392
0.09338333333333337,-1000.2408041619885
0.09505000000000008,-1000.2406318673122
0.09671666666666656,-1000.2404642292487
0.09840000000000004,-1000.2403105610238
0.10006666666666675,-1000.2401755192504
0.10173333333333323,-1000.2400497907028
0.10339999999999994,-1000.2399520018324
0.10506666666666664,-1000.2399054357037
0.10673333333333335,-1000.2399473452195
0.10840000000000005,-1000.2401010134444
0.11006666666666676,-1000.240380410217
0.11173333333333324,-1000.2407622524727
0.11339999999999995,-1000.241199974083
0.11506666666666665,-1000.241609756016
0.11673333333333336,-1000.2418984660143
0.11840000000000006,-1000.2419915982717
0.12006666666666677,-1000.2418379300469
0.12173333333333325,-1000.2414467745654
0.12339999999999995,-1000.2408786677946
0.12506666666666666,-1000.2402313986049
0.12673333333333336,-1000.2396120690925
0.12841666666666662,-1000.2391184681277
0.13008333333333333,-1000.2388297581294
0.13175000000000003,-1000.2387692221621
0.13341666666666674,-1000.2389368602256
0.13508333333333322,-1000.2392861061912
0.13674999999999993,-1000.2397703939303
0.13841666666666663,-1000.2403105610238
0.14008333333333334,-1000.2408414148915
0.14175000000000004,-1000.2412931063404
0.14341666666666675,-1000.2416004427903
0.14508333333333345,-1000.2417308279507
0.14674999999999994,-1000.2416656353705
0.14841666666666664,-1000.2414048650495
0.15008333333333335,-1000.2409811132778
0.15175000000000005,-1000.2404502594101
0.15341666666666676,-1000.2398774960265
0.15508333333333324,-1000.2393559553843
0.15676666666666672,-1000.2389694565157
0.15843333333333343,-1000.2387878486136
0.1600999999999999,-1000.2388483845809
0.16176666666666661,-1000.2391231247406
0.16343333333333332,-1000.2395655029637
0.16510000000000002,-1000.2400963568315
0.16676666666666673,-1000.2406225540865
0.16843333333333343,-1000.2410695889224
0.17009999999999992,-1000.2413676121465
0.17176666666666662,-1000.2414933406941
0.17343333333333333,-1000.2414467745654
0.17510000000000003,-1000.2412605100503
0.17676666666666674,-1000.2410043963422
0.17843333333333344,-1000.2407436260212
0.18009999999999993,-1000.2405294218289
0.18176666666666663,-1000.2403757536041
0.18343333333333334,-1000.240263994895
0.1851166666666666,-1000.2401755192504
0.1867833333333333,-1000.2400963568315
0.18845,-1000.2400358208641
0.1901166666666667,-1000.2400218510255
0.19178333333333342,-1000.2400963568315
0.1934499999999999,-1000.2402686515079
0.1951166666666666,-1000.240524765216
0.1967833333333333,-1000.2408134752143
0.19845000000000002,-1000.2410556190838
0.20011666666666672,-1000.2411720344057
0.20178333333333343,-1000.2411068418255
0.20345000000000013,-1000.2408553847303
0.2051166666666666,-1000.2404549160229
0.20678333333333332,-1000.2399799415097
0.20845000000000002,-1000.2395282500607
0.21011666666666673,-1000.2391696908694
0.21178333333333343,-1000.23896014329
0.21344999999999992,-1000.2389042639355
0.21511666666666662,-1000.2389834263544
0.2168000000000001,-1000.2391417511922
0.2184666666666666,-1000.2393233590942
0.2201333333333333,-1000.2394909971578
0.2218,-1000.2396306955441
0.2234666666666667,-1000.2397471108659
0.2251333333333334,-1000.2398495563491
0.2267999999999999,-1000.239965971671
0.2284666666666666,-1000.2400870436057
0.2301333333333333,-1000.2401941457019
0.2318,-1000.2402593382822
0.2334666666666667,-1000.2402360552178
0.23513333333333342,-1000.2401056700572
0.23680000000000012,-1000.2398588695748
0.2384666666666666,-1000.2395422198994
0.2401333333333333,-1000.2392255702239
0.24180000000000001,-1000.2389787697415
0.24346666666666672,-1000.2388856374839
0.24514999999999998,-1000.2389880829672
0.24681666666666668,-1000.239295419417
0.2484833333333334,-1000.2397703939303
0.2501500000000001,-1000.2403338440881
0.2518166666666666,-1000.2408972942461
0.2534833333333333,-1000.2413629555336
0.25515,-1000.241647008919
0.2568166666666667,-1000.2417168581121
0.2584833333333334,-1000.2415725031129
0.2601499999999999,-1000.2412418835988
0.2618166666666668,-1000.2407995053757
0.2634833333333333,-1000.2403105610238
0.26515,-1000.2398495563491
0.2668333333333335,-1000.2394677140934
