x,y
0.007,-0.00476837158203125
0.0136666666666667,-0.00429153442382813
0.0203333333333334,-0.00762939453125
0.027,-0.0133514404296875
0.0336666666666667,-0.019073486328125
0.0403333333333334,-0.0209808349609375
0.047,-0.0200271606445313
0.0536666666666667,-0.0166893005371094
0.0603333333333334,-0.011444091796875
0.067,-0.00333786010742188
0.0736666666666667,0.00524520874023438
0.0803333333333334,0.0123977661132813
0.087,0.0143051147460938
0.0936666666666667,0.0133514404296875
0.100333333333334,0.0100135803222656
0.107,0.003814697265625
0.113666666666667,-0.00333786010742188
0.120333333333334,-0.0104904174804688
0.127,-0.0138282775878906
0.133666666666667,-0.0157356262207031
0.140333333333334,-0.0152587890625
0.147,-0.0123977661132813
0.153666666666667,-0.00858306884765625
0.160333333333334,-0.00619888305664063
0.167,-0.00667572021484375
0.173666666666667,-0.00715255737304688
0.180333333333334,-0.00762939453125
0.187,-0.0100135803222656
0.193666666666667,-0.0128746032714844
0.200333333333334,-0.0143051147460938
0.207,-0.0152587890625
0.213666666666667,-0.0195503234863281
0.220333333333334,-0.026702880859375
0.227,-0.0314712524414063
0.233666666666667,-0.034332275390625
0.240333333333334,-0.0367164611816406
0.247,-0.0371932983398438
0.253666666666667,-0.0324249267578125
0.260333333333334,-0.0205039978027344
0.267,-0.00715255737304688
0.273666666666667,0.00476837158203125
0.280333333333334,0.0123977661132813
0.287,0.0162124633789063
0.293666666666667,0.0162124633789063
0.300333333333334,0.00810623168945313
0.307,-0.003814697265625
0.313666666666667,-0.0152587890625
0.320333333333334,-0.0209808349609375
0.327,-0.0233650207519531
0.333666666666667,-0.0247955322265625
0.340333333333334,-0.0238418579101563
0.347,-0.0205039978027344
0.353666666666667,-0.0176429748535156
0.360333333333334,-0.0147819519042969
0.367,-0.0123977661132813
0.373666666666667,-0.0128746032714844
0.380333333333334,-0.0152587890625
0.387,-0.0195503234863281
0.393666666666667,-0.0219345092773438
0.400333333333334,-0.0252723693847656
0.407,-0.026702880859375
0.413666666666667,-0.02288818359375
0.420333333333334,-0.0162124633789063
0.427,-0.0100135803222656
0.433666666666667,-0.00715255737304688
0.440333333333334,-0.0057220458984375
0.447,-0.00715255737304688
0.453666666666667,-0.0100135803222656
0.460333333333334,-0.0133514404296875
0.467,-0.0143051147460938
0.473666666666667,-0.0104904174804688
0.480333333333334,-0.00476837158203125
0.487,0.00095367431640625
0.493666666666667,0.003814697265625
0.500333333333334,0.00238418579101563
0.507,-0.00333786010742188
0.513666666666667,-0.0119209289550781
0.520333333333334,-0.0176429748535156
0.527,-0.0200271606445313
0.533666666666667,-0.0166893005371094
0.540333333333334,-0.00905990600585938
0.547,0.000476837158203125
0.553666666666667,0.00905990600585938
0.560333333333334,0.0128746032714844
0.567,0.0157356262207031
0.573666666666667,0.0176429748535156
0.580333333333334,0.0171661376953125
0.587,0.0143051147460938
0.593666666666667,0.0095367431640625
0.600333333333334,0.00476837158203125
0.607,-0.0019073486328125
0.613666666666667,-0.0128746032714844
0.620333333333334,-0.0247955322265625
0.627,-0.0338554382324219
0.633666666666667,-0.0405311584472656
0.640333333333334,-0.0476837158203125
0.647,-0.0553131103515625
0.653666666666667,-0.06103515625
0.660333333333334,-0.0624656677246094
0.667,-0.0615119934082032
0.673666666666667,-0.0596046447753907
0.680333333333334,-0.0586509704589844
0.687,-0.0586509704589844
0.693666666666667,-0.0567436218261719
0.700333333333334,-0.0543594360351563
0.707,-0.0505447387695313
0.713666666666667,-0.0491142272949219
0.720333333333334,-0.0491142272949219
0.727,-0.0500679016113282
0.733666666666667,-0.0524520874023438
0.740333333333334,-0.0557899475097657
0.747,-0.0596046447753907
0.753666666666667,-0.0629425048828125
0.760333333333334,-0.0629425048828125
0.767,-0.0548362731933594
0.773666666666667,-0.0376701354980469
0.780333333333334,-0.0143051147460938
0.787,0.00810623168945313
0.793666666666667,0.0233650207519531
0.800333333333334,0.0233650207519531
0.807,0.00286102294921875
0.813666666666667,-0.0362396240234375
0.820333333333334,-0.0863075256347656
0.827,-0.136852264404297
0.833666666666667,-0.17690658569336
0.840333333333334,-0.197887420654297
0.847,-0.195980072021485
0.853666666666667,-0.182151794433594
0.860333333333334,-0.164508819580078
0.867,-0.145912170410156
0.873666666666667,-0.126838684082031
0.880333333333334,-0.110626220703125
0.887,-0.09918212890625
0.893666666666667,-0.0896453857421875
0.900333333333334,-0.0796318054199219
0.907,-0.0729560852050782
0.913666666666667,-0.0700950622558594
0.920333333333334,-0.0691413879394532
0.927,-0.0681877136230469
0.933666666666667,-0.06866455078125
0.940333333333334,-0.0705718994140625
0.947,-0.0715255737304688
0.953666666666667,-0.0705718994140625
