x,y
0.0075,-0.494480133056641
0.0141666666666667,-0.503063201904297
0.0208333333333334,-0.508785247802735
0.0275,-0.511646270751953
0.0341666666666667,-0.51116943359375
0.0408333333333334,-0.507831573486328
0.0475,-0.504493713378907
0.0541666666666667,-0.500202178955078
0.0608333333333334,-0.49591064453125
0.0675,-0.494480133056641
0.0741666666666667,-0.496387481689453
0.0808333333333334,-0.501632690429688
0.0875,-0.506877899169922
0.0941666666666667,-0.515937805175782
0.100833333333334,-0.528812408447266
0.1075,-0.540733337402344
0.114166666666667,-0.547885894775391
0.120833333333334,-0.549793243408203
0.1275,-0.54931640625
0.134166666666667,-0.545501708984375
0.140833333333334,-0.539302825927735
0.1475,-0.534534454345703
0.154166666666667,-0.535964965820313
0.160833333333334,-0.542640686035157
0.1675,-0.547885894775391
0.174166666666667,-0.550270080566407
0.180833333333334,-0.551223754882813
0.1875,-0.551223754882813
0.194166666666667,-0.552177429199219
0.200833333333334,-0.556468963623047
0.2075,-0.565528869628907
0.214166666666667,-0.575542449951172
0.220833333333334,-0.583648681640625
0.2275,-0.590801239013672
0.234166666666667,-0.597000122070313
0.240833333333334,-0.603199005126953
0.2475,-0.607013702392578
0.254166666666667,-0.607490539550782
0.260833333333334,-0.605106353759766
0.2675,-0.60272216796875
0.274166666666667,-0.601768493652344
0.280833333333334,-0.600814819335938
0.2875,-0.600337982177735
0.294166666666667,-0.602245330810547
0.300833333333334,-0.612258911132813
0.3075,-0.625133514404297
0.314166666666667,-0.633716583251953
0.320833333333334,-0.636577606201172
0.3275,-0.640392303466797
0.334166666666667,-0.646114349365235
0.340833333333334,-0.649452209472657
0.3475,-0.650882720947266
0.354166666666667,-0.653743743896485
0.360833333333334,-0.656604766845703
0.3675,-0.658988952636719
0.374166666666667,-0.660896301269532
0.380833333333334,-0.66518783569336
0.3875,-0.671863555908203
0.394166666666667,-0.68044662475586
0.400833333333334,-0.690460205078125
0.4075,-0.699996948242188
0.414166666666667,-0.705718994140625
0.420833333333334,-0.705242156982422
0.4275,-0.70333480834961
0.434166666666667,-0.699043273925782
0.440833333333334,-0.697612762451172
0.4475,-0.699043273925782
0.454166666666667,-0.703811645507813
0.460833333333334,-0.710487365722657
0.4675,-0.713825225830078
0.474166666666667,-0.716209411621094
0.480833333333334,-0.715255737304688
0.4875,-0.713348388671875
0.494166666666667,-0.711441040039063
0.500833333333334,-0.712394714355469
0.5075,-0.716209411621094
0.514166666666667,-0.71859359741211
0.520833333333334,-0.7171630859375
0.5275,-0.713825225830078
0.534166666666667,-0.710487365722657
0.540833333333334,-0.708580017089844
0.5475,-0.708103179931641
0.554166666666667,-0.709056854248047
0.560833333333334,-0.714302062988282
0.5675,-0.72479248046875
0.574166666666667,-0.739097595214844
0.580833333333334,-0.751018524169922
0.5875,-0.757217407226563
0.594166666666667,-0.760555267333985
0.600833333333334,-0.762462615966797
0.6075,-0.761985778808594
0.614166666666667,-0.756263732910157
0.620833333333334,-0.750064849853516
0.6275,-0.74911117553711
0.634166666666667,-0.752925872802735
0.640833333333334,-0.758171081542969
0.6475,-0.763893127441407
0.654166666666667,-0.768661499023438
0.660833333333334,-0.772953033447266
0.6675,-0.776290893554688
0.674166666666667,-0.782012939453125
